timestamp,facility_id,facility_name,address,lat,lon,source_type,fuel_type,capacity_mw,generation_mw,consumption_mw,import_mw,export_mw,co2_lbs_per_mwh,operating_status,zone_id,allocation_pct,serves_zones
2026-04-11T09:00:00Z,FAC-008-ZG,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,47,0,0,47,180,online,tampa_heights,25.53,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T09:00:00Z,CON-ZA-001,Amalie Arena,"401 Channelside Dr Tampa FL",27.9427,-82.4519,consumer,electric,0,0,25,25,0,0,online,downtown,100.0,downtown
2026-04-11T09:00:00Z,CON-ZA-003,Downtown Office District,"400 N Tampa St Tampa FL",27.9490,-82.4580,consumer,electric,0,0,72,72,0,0,online,downtown,100.0,downtown
2026-04-11T09:00:00Z,CON-ZF-001,Port Tampa Cargo Operations,"1101 Channelside Dr Tampa FL",27.9188,-82.4312,consumer,electric,0,0,128,128,0,0,online,port_tampa,100.0,port_tampa
2026-04-11T12:00:00Z,FAC-001-ZA,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,145,0,145,0,1050,online,downtown,9.73,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T12:00:00Z,FAC-004-ZA,TECO Lake Hancock Solar Farm,"Lake Hancock Rd Polk County FL",27.9800,-81.8500,generator,solar,74,58,0,0,58,0,online,downtown,20.69,downtown|south_tampa|westshore|channel_district
2026-04-11T12:00:00Z,FAC-005-ZF,TECO Polk Solar Farm,"Polk County FL",27.9500,-81.9200,generator,solar,150,35,0,0,35,0,online,port_tampa,29.66,downtown|west_tampa|westshore|port_tampa
2026-04-11T12:00:00Z,FAC-007-ZA,TECO Hillsborough Solar Array,"Hillsborough County FL",27.8500,-82.3000,generator,solar,200,40,0,0,40,0,online,downtown,25.32,downtown|ybor_city|westshore|port_tampa|channel_district
2026-04-11T12:00:00Z,FAC-008-ZG,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,47,0,0,47,180,online,tampa_heights,25.53,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T12:00:00Z,CON-ZA-001,Amalie Arena,"401 Channelside Dr Tampa FL",27.9427,-82.4519,consumer,electric,0,0,30,30,0,0,online,downtown,100.0,downtown
2026-04-11T12:00:00Z,CON-ZA-003,Downtown Office District,"400 N Tampa St Tampa FL",27.9490,-82.4580,consumer,electric,0,0,88,88,0,0,online,downtown,100.0,downtown
2026-04-11T12:00:00Z,CON-ZF-001,Port Tampa Cargo Operations,"1101 Channelside Dr Tampa FL",27.9188,-82.4312,consumer,electric,0,0,122,122,0,0,online,port_tampa,100.0,port_tampa
2026-04-11T15:00:00Z,FAC-001-ZA,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,158,0,158,0,1050,online,downtown,9.73,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T15:00:00Z,FAC-004-ZA,TECO Lake Hancock Solar Farm,"Lake Hancock Rd Polk County FL",27.9800,-81.8500,generator,solar,74,52,0,0,52,0,online,downtown,20.69,downtown|south_tampa|westshore|channel_district
2026-04-11T15:00:00Z,FAC-007-ZA,TECO Hillsborough Solar Array,"Hillsborough County FL",27.8500,-82.3000,generator,solar,200,35,0,0,35,0,online,downtown,25.32,downtown|ybor_city|westshore|port_tampa|channel_district
2026-04-11T15:00:00Z,FAC-008-ZG,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,47,0,0,47,180,online,tampa_heights,25.53,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T15:00:00Z,CON-ZA-001,Amalie Arena,"401 Channelside Dr Tampa FL",27.9427,-82.4519,consumer,electric,0,0,32,32,0,0,online,downtown,100.0,downtown
2026-04-11T15:00:00Z,CON-ZE-002,Tampa International Airport,"4100 George J Bean Pkwy Tampa FL",27.9755,-82.5332,consumer,electric,0,0,38,38,0,0,online,westshore,100.0,westshore
2026-04-11T15:00:00Z,CON-ZF-001,Port Tampa Cargo Operations,"1101 Channelside Dr Tampa FL",27.9188,-82.4312,consumer,electric,0,0,135,135,0,0,online,port_tampa,100.0,port_tampa
2026-04-11T18:00:00Z,FAC-001-ZA,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,192,0,192,0,1050,warning,downtown,9.73,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T18:00:00Z,FAC-004-ZA,TECO Lake Hancock Solar Farm,"Lake Hancock Rd Polk County FL",27.9800,-81.8500,generator,solar,74,18,0,0,18,0,online,downtown,20.69,downtown|south_tampa|westshore|channel_district
2026-04-11T18:00:00Z,FAC-008-ZA,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,10,0,0,10,180,online,downtown,17.02,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T18:00:00Z,FAC-008-ZG,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,47,0,0,47,180,online,tampa_heights,25.53,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T18:00:00Z,CON-ZA-001,Amalie Arena,"401 Channelside Dr Tampa FL",27.9427,-82.4519,consumer,electric,0,0,75,75,0,0,online,downtown,100.0,downtown
2026-04-11T18:00:00Z,CON-ZA-003,Downtown Office District,"400 N Tampa St Tampa FL",27.9490,-82.4580,consumer,electric,0,0,95,95,0,0,online,downtown,100.0,downtown
2026-04-11T18:00:00Z,CON-ZF-001,Port Tampa Cargo Operations,"1101 Channelside Dr Tampa FL",27.9188,-82.4312,consumer,electric,0,0,145,145,0,0,online,port_tampa,100.0,port_tampa
2026-04-11T21:00:00Z,FAC-001-ZA,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,175,0,175,0,1050,online,downtown,9.73,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T21:00:00Z,FAC-004-ZA,TECO Lake Hancock Solar Farm,"Lake Hancock Rd Polk County FL",27.9800,-81.8500,generator,solar,74,0,0,0,0,0,offline,downtown,20.69,downtown|south_tampa|westshore|channel_district
2026-04-11T21:00:00Z,FAC-007-ZA,TECO Hillsborough Solar Array,"Hillsborough County FL",27.8500,-82.3000,generator,solar,200,0,0,0,0,0,offline,downtown,25.32,downtown|ybor_city|westshore|port_tampa|channel_district
2026-04-11T21:00:00Z,FAC-008-ZA,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,12,0,0,12,180,online,downtown,17.02,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T21:00:00Z,FAC-008-ZG,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,47,0,0,47,180,online,tampa_heights,25.53,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T21:00:00Z,CON-ZA-001,Amalie Arena,"401 Channelside Dr Tampa FL",27.9427,-82.4519,consumer,electric,0,0,18,18,0,0,online,downtown,100.0,downtown
2026-04-11T21:00:00Z,CON-ZB-001,Ybor Entertainment District,"1600 E 7th Ave Tampa FL",27.9589,-82.4370,consumer,electric,0,0,78,78,0,0,online,ybor_city,100.0,ybor_city
2026-04-11T21:00:00Z,CON-ZF-001,Port Tampa Cargo Operations,"1101 Channelside Dr Tampa FL",27.9188,-82.4312,consumer,electric,0,0,115,115,0,0,online,port_tampa,100.0,port_tampa
