timestamp,facility_id,facility_name,address,lat,lon,source_type,fuel_type,capacity_mw,generation_mw,consumption_mw,import_mw,export_mw,co2_lbs_per_mwh,operating_status,zone_id,allocation_pct,serves_zones
2026-04-11T13:00:00Z,FAC-007-ZB,TECO Hillsborough Solar Array,"Hillsborough County FL",27.8500,-82.3000,generator,solar,200,20,0,0,20,0,online,ybor_city,12.66,downtown|ybor_city|westshore|port_tampa|channel_district
2026-04-11T13:00:00Z,FAC-007-ZE,TECO Hillsborough Solar Array,"Hillsborough County FL",27.8500,-82.3000,generator,solar,200,30,0,0,30,0,online,westshore,18.99,downtown|ybor_city|westshore|port_tampa|channel_district
2026-04-11T13:00:00Z,FAC-007-ZF,TECO Hillsborough Solar Array,"Hillsborough County FL",27.8500,-82.3000,generator,solar,200,45,0,0,45,0,online,port_tampa,28.48,downtown|ybor_city|westshore|port_tampa|channel_district
2026-04-11T13:00:00Z,FAC-007-ZH,TECO Hillsborough Solar Array,"Hillsborough County FL",27.8500,-82.3000,generator,solar,200,23,0,0,23,0,online,channel_district,14.56,downtown|ybor_city|westshore|port_tampa|channel_district
2026-04-11T13:00:00Z,FAC-008-ZA,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,8,0,0,8,180,online,downtown,17.02,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T13:00:00Z,FAC-008-ZB,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,10,0,0,10,180,online,ybor_city,21.28,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T13:00:00Z,FAC-008-ZC,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,9,0,0,9,180,online,west_tampa,19.15,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T13:00:00Z,FAC-008-ZF,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,8,0,0,8,180,online,port_tampa,17.02,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T13:00:00Z,FAC-008-ZG,Covanta Waste-to-Energy,"1010 Skipper Rd Tampa FL",28.0612,-82.4198,generator,waste_to_energy,47,12,0,0,12,180,online,tampa_heights,25.53,downtown|ybor_city|west_tampa|tampa_heights|port_tampa
2026-04-11T13:00:00Z,FAC-009-ZG,Zoo Tampa Solar Array,"1101 W Sligh Ave Tampa FL",27.9985,-82.4698,generator,solar,0.5,0.38,0,0,0,0,online,tampa_heights,100.0,tampa_heights
2026-04-11T13:00:00Z,FAC-011-ZB,Middleton High School Solar,"4801 N 22nd St Tampa FL",27.9912,-82.4412,generator,solar,0.3,0.22,0,0,0,0,online,ybor_city,100.0,ybor_city
2026-04-11T13:00:00Z,CON-ZA-001,Amalie Arena,"401 Channelside Dr Tampa FL",27.9427,-82.4519,consumer,electric,0,0,35,35,0,0,online,downtown,100.0,downtown
2026-04-11T13:00:00Z,CON-ZA-002,Tampa Convention Center,"333 S Franklin St Tampa FL",27.9428,-82.4593,consumer,electric,0,0,28,28,0,0,online,downtown,100.0,downtown
2026-04-11T13:00:00Z,CON-ZA-003,Downtown Office District,"400 N Tampa St Tampa FL",27.9490,-82.4580,consumer,electric,0,0,85,85,0,0,online,downtown,100.0,downtown
2026-04-11T13:00:00Z,CON-ZA-004,Downtown EV Charging Hub,"200 S Ashley Dr Tampa FL",27.9445,-82.4578,consumer,electric,0,0,12,12,0,0,online,downtown,100.0,downtown
2026-04-11T13:00:00Z,CON-ZB-001,Ybor Entertainment District,"1600 E 7th Ave Tampa FL",27.9589,-82.4370,consumer,electric,0,0,52,52,0,0,online,ybor_city,100.0,ybor_city
2026-04-11T13:00:00Z,CON-ZB-002,Ybor Residential,"1900 N 16th St Tampa FL",27.9620,-82.4380,consumer,electric,0,0,35,35,0,0,online,ybor_city,100.0,ybor_city
2026-04-11T13:00:00Z,CON-ZC-001,West Tampa Residential,"3000 W Kennedy Blvd Tampa FL",27.9555,-82.4895,consumer,electric,0,0,98,98,0,0,online,west_tampa,100.0,west_tampa
2026-04-11T13:00:00Z,CON-ZD-001,Tampa General Hospital,"1 Tampa General Cir Tampa FL",27.9385,-82.4612,consumer,electric,0,0,25,25,0,0,online,south_tampa,100.0,south_tampa
2026-04-11T13:00:00Z,CON-ZD-002,South Tampa Residential,"3600 W Horatio St Tampa FL",27.9312,-82.4978,consumer,electric,0,0,85,85,0,0,online,south_tampa,100.0,south_tampa
2026-04-11T13:00:00Z,CON-ZE-001,Westshore Corporate Offices,"5000 W Kennedy Blvd Tampa FL",27.9502,-82.5145,consumer,electric,0,0,95,95,0,0,online,westshore,100.0,westshore
2026-04-11T13:00:00Z,CON-ZE-002,Tampa International Airport,"4100 George J Bean Pkwy Tampa FL",27.9755,-82.5332,consumer,electric,0,0,35,35,0,0,online,westshore,100.0,westshore
2026-04-11T13:00:00Z,CON-ZF-001,Port Tampa Cargo Operations,"1101 Channelside Dr Tampa FL",27.9188,-82.4312,consumer,electric,0,0,120,120,0,0,online,port_tampa,100.0,port_tampa
2026-04-11T13:00:00Z,CON-ZF-002,Port Industrial Warehouses,"5301 W Tyson Ave Tampa FL",27.8798,-82.5245,consumer,electric,0,0,58,58,0,0,online,port_tampa,100.0,port_tampa
2026-04-11T13:00:00Z,CON-ZG-001,Tampa Heights Residential,"2200 N Florida Ave Tampa FL",27.9718,-82.4601,consumer,electric,0,0,42,42,0,0,online,tampa_heights,100.0,tampa_heights
2026-04-11T13:00:00Z,CON-ZG-002,Armature Works Complex,"1910 N Ola Ave Tampa FL",27.9698,-82.4578,consumer,electric,0,0,20,20,0,0,online,tampa_heights,100.0,tampa_heights
2026-04-11T13:00:00Z,CON-ZH-001,Channelside Entertainment,"615 Channelside Dr Tampa FL",27.9412,-82.4458,consumer,electric,0,0,38,38,0,0,online,channel_district,100.0,channel_district
2026-04-11T13:00:00Z,CON-ZH-002,Water Street EV Charging Hub,"850 Water St Tampa FL",27.9402,-82.4512,consumer,electric,0,0,20,20,0,0,online,channel_district,100.0,channel_district
